EntryID,Reader,soil_core_volume_cm3,sample_size,Pixel_Lat,Pixel_Long,soil_depth_depth_cm,hyphal_density_m_cm3,soil_core_volume_reported,pot_soil_volume_reported,cultivated1_wild0_Pironon2023,GrowthFormKnown,Growth_Form_Grass,Growth_Form_Herb,Growth_Form_Shrub,Growth_Form_Tree,AMF_richness,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,HumanModification,MODIS_NPP,SG_Depth_to_bedrock,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,Resolve_Biome,crops_ESA,cultivated_grassland_2010_2022,earthEnvLandcover_class_barren,earthEnvLandcover_class_cultivated_managed_vegetation,earthEnvLandcover_class_evergreen_broadleaf_trees,earthEnvLandcover_class_evergreen_decid_needleleaf_trees,earthEnvLandcover_class_herbaceous_vegetation,earthEnvLandcover_class_mixed_other_trees,earthEnvLandcover_class_regularly_flooded_vegetation,earthEnvLandcover_class_shrubs,grassland_class_2001,grassland_class_2010_2022,grassland_class_2021,harmonized_aboveground_biomass,harmonized_belowground_biomass,isric_soil_proportion_of_sand,myco_veg_cover,nitrogen,phosphorus,sampling_intensity,uncultivated_grassland_2010_2022,Season_NorthernHemHarmonized.Spring,Season_NorthernHemHarmonized_Autumn,Season_NorthernHemHarmonized_Summer,Season_NorthernHemHarmonized_Winter,Season_NorthernHemHarmonized_NA
E2747,Rachael,2000,4,39.54,-120,20,1.2656,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2746,Rachael,2000,4,39.54,-120,20,1.3719,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2763,Rachael,2000,4,39.54,-120,20,1.4143,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2750,Rachael,2000,4,39.54,-120,20,1.5858,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2756,Rachael,2000,4,39.54,-120,20,1.7878,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2745,Rachael,2000,4,39.54,-120,20,1.9311,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2760,Rachael,2000,4,39.54,-120,20,2.0061,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2751,Rachael,2000,4,39.54,-120,20,2.045,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2761,Rachael,2000,4,39.54,-120,20,2.0543,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2742,Rachael,2000,4,39.54,-120,20,2.0779,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2749,Rachael,2000,4,39.54,-120,20,2.1222,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2743,Rachael,2000,4,39.54,-120,20,2.2148,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2764,Rachael,2000,4,39.54,-120,20,2.2477,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E2744,Rachael,2000,4,39.54,-120,20,2.603,1,0,1,1,0,0,0,1,20.56965828,1644.000122,93.30012512,413.0178223,297.300415,65.98994446,1041,3126,4801,-0.989333391,-0.068167321,1657,8.886966705,-4.1875,0.016861944,0,0.338079542,2052.678955,200,17.91832733,67.59157562,5,0,0,0,0,0,4,47,19,0,30,2,2,2,37,70,1067,89,3216,15.57471466,21.92528152,1,0,0,0,0,1
E1443,Coco,2000,5,48.46,-113.83,10,1.020948276,1,0,0,0,0,0,0,0,19.59684563,1085,66.5,1126.251709,259.4833069,25.60164642,1207,2501,1926,0.900011539,-0.031099863,1011.5,0.344653457,-0.5625,0,0.453206211,0.103425749,5969.186035,200,110.1655045,58.67491913,5,0,0,0,13,0,39,0,32,0,8,0,0,0,308,199,575,5,4688,11.00802422,13.92467213,0,0,0,1,0,0
E1449,Coco,2000,5,48.46,-113.83,10,4.588534483,1,0,0,0,0,0,0,0,19.59684563,1085,66.5,1126.251709,259.4833069,25.60164642,1207,2501,1926,0.900011539,-0.031099863,1011.5,0.344653457,-0.5625,0,0.453206211,0.103425749,5969.186035,200,110.1655045,58.67491913,5,0,0,0,13,0,39,0,32,0,8,0,0,0,308,199,575,5,4688,11.00802422,13.92467213,0,0,0,1,0,0
E1452,Coco,2000,5,48.46,-113.83,10,5.653017241,1,0,0,0,0,0,0,0,19.59684563,1085,66.5,1126.251709,259.4833069,25.60164642,1207,2501,1926,0.900011539,-0.031099863,1011.5,0.344653457,-0.5625,0,0.453206211,0.103425749,5969.186035,200,110.1655045,58.67491913,5,0,0,0,13,0,39,0,32,0,8,0,0,0,308,199,575,5,4688,11.00802422,13.92467213,0,0,0,1,0,0
E1451,Coco,2000,5,48.46,-113.83,10,7.7475,1,0,0,0,0,0,0,0,19.59684563,1085,66.5,1126.251709,259.4833069,25.60164642,1207,2501,1926,0.900011539,-0.031099863,1011.5,0.344653457,-0.5625,0,0.453206211,0.103425749,5969.186035,200,110.1655045,58.67491913,5,0,0,0,13,0,39,0,32,0,8,0,0,0,308,199,575,5,4688,11.00802422,13.92467213,0,0,0,1,0,0
E1450,Coco,2000,5,48.46,-113.83,10,7.907844828,1,0,0,0,0,0,0,0,19.59684563,1085,66.5,1126.251709,259.4833069,25.60164642,1207,2501,1926,0.900011539,-0.031099863,1011.5,0.344653457,-0.5625,0,0.453206211,0.103425749,5969.186035,200,110.1655045,58.67491913,5,0,0,0,13,0,39,0,32,0,8,0,0,0,308,199,575,5,4688,11.00802422,13.92467213,0,0,0,1,0,0
E1444,Coco,2000,5,48.46,-113.83,10,7.951637931,1,0,0,0,0,0,0,0,19.59684563,1085,66.5,1126.251709,259.4833069,25.60164642,1207,2501,1926,0.900011539,-0.031099863,1011.5,0.344653457,-0.5625,0,0.453206211,0.103425749,5969.186035,200,110.1655045,58.67491913,5,0,0,0,13,0,39,0,32,0,8,0,0,0,308,199,575,5,4688,11.00802422,13.92467213,0,0,0,1,0,0
E1445,Coco,2000,5,48.46,-113.83,10,10.69525862,1,0,0,0,0,0,0,0,19.59684563,1085,66.5,1126.251709,259.4833069,25.60164642,1207,2501,1926,0.900011539,-0.031099863,1011.5,0.344653457,-0.5625,0,0.453206211,0.103425749,5969.186035,200,110.1655045,58.67491913,5,0,0,0,13,0,39,0,32,0,8,0,0,0,308,199,575,5,4688,11.00802422,13.92467213,0,0,0,1,0,0
E1448,Coco,2000,5,48.46,-113.83,10,10.9787931,1,0,0,0,0,0,0,0,19.59684563,1085,66.5,1126.251709,259.4833069,25.60164642,1207,2501,1926,0.900011539,-0.031099863,1011.5,0.344653457,-0.5625,0,0.453206211,0.103425749,5969.186035,200,110.1655045,58.67491913,5,0,0,0,13,0,39,0,32,0,8,0,0,0,308,199,575,5,4688,11.00802422,13.92467213,0,0,0,1,0,0
E1447,Coco,2000,5,48.46,-113.83,10,12.12413793,1,0,0,0,0,0,0,0,19.59684563,1085,66.5,1126.251709,259.4833069,25.60164642,1207,2501,1926,0.900011539,-0.031099863,1011.5,0.344653457,-0.5625,0,0.453206211,0.103425749,5969.186035,200,110.1655045,58.67491913,5,0,0,0,13,0,39,0,32,0,8,0,0,0,308,199,575,5,4688,11.00802422,13.92467213,0,0,0,1,0,0
E1446,Coco,2000,5,48.46,-113.83,10,15.7362069,1,0,0,0,0,0,0,0,19.59684563,1085,66.5,1126.251709,259.4833069,25.60164642,1207,2501,1926,0.900011539,-0.031099863,1011.5,0.344653457,-0.5625,0,0.453206211,0.103425749,5969.186035,200,110.1655045,58.67491913,5,0,0,0,13,0,39,0,32,0,8,0,0,0,308,199,575,5,4688,11.00802422,13.92467213,0,0,0,1,0,0
E1729,Coco,1597,12,36.8,114.93,20,3.455223881,1,0,1,1,1,0,0,0,53.96767807,1430,145.5,521.6966553,320.5,108.7999954,474,1668,3420,-0.707106471,-0.51166743,39,0.061874468,0.1875,0,0.77302897,0.796893775,3517.837158,200,6.500854969,81.47807312,4,1,0,0,100,0,0,0,0,0,0,0,0,0,19,3,773,70,1636,29.28912735,38.54235458,0,0,0,1,0,0
E1719,Coco,1596,11,40,116,20,2.63,1,0,1,1,0,0,1,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E1731,Coco,1595,12,36.8,114.93,20,2.619402985,1,0,1,1,0,0,1,0,53.96767807,1430,145.5,521.6966553,320.5,108.7999954,474,1668,3420,-0.707106471,-0.51166743,39,0.061874468,0.1875,0,0.77302897,0.796893775,3517.837158,200,6.500854969,81.47807312,4,1,0,0,100,0,0,0,0,0,0,0,0,0,19,3,773,70,1636,29.28912735,38.54235458,0,0,0,1,0,0
E1727,Coco,1594,12,36.8,114.93,20,2.432835821,1,0,1,1,1,0,0,0,53.96767807,1430,145.5,521.6966553,320.5,108.7999954,474,1668,3420,-0.707106471,-0.51166743,39,0.061874468,0.1875,0,0.77302897,0.796893775,3517.837158,200,6.500854969,81.47807312,4,1,0,0,100,0,0,0,0,0,0,0,0,0,19,3,773,70,1636,29.28912735,38.54235458,0,0,0,1,0,0
E1730,Coco,1593,12,36.8,114.93,20,2.410447761,1,0,1,1,1,0,0,0,53.96767807,1430,145.5,521.6966553,320.5,108.7999954,474,1668,3420,-0.707106471,-0.51166743,39,0.061874468,0.1875,0,0.77302897,0.796893775,3517.837158,200,6.500854969,81.47807312,4,1,0,0,100,0,0,0,0,0,0,0,0,0,19,3,773,70,1636,29.28912735,38.54235458,0,0,0,1,0,0
E1726,Coco,1592,12,36.8,114.93,20,2.335820896,1,0,1,1,1,0,0,0,53.96767807,1430,145.5,521.6966553,320.5,108.7999954,474,1668,3420,-0.707106471,-0.51166743,39,0.061874468,0.1875,0,0.77302897,0.796893775,3517.837158,200,6.500854969,81.47807312,4,1,0,0,100,0,0,0,0,0,0,0,0,0,19,3,773,70,1636,29.28912735,38.54235458,0,0,0,1,0,0
E1732,Coco,1591,12,36.8,114.93,20,2.291044776,1,0,1,1,0,0,1,0,53.96767807,1430,145.5,521.6966553,320.5,108.7999954,474,1668,3420,-0.707106471,-0.51166743,39,0.061874468,0.1875,0,0.77302897,0.796893775,3517.837158,200,6.500854969,81.47807312,4,1,0,0,100,0,0,0,0,0,0,0,0,0,19,3,773,70,1636,29.28912735,38.54235458,0,0,0,1,0,0
E1725,Coco,1590,12,36.8,114.93,20,2.231343284,1,0,1,1,1,0,0,0,53.96767807,1430,145.5,521.6966553,320.5,108.7999954,474,1668,3420,-0.707106471,-0.51166743,39,0.061874468,0.1875,0,0.77302897,0.796893775,3517.837158,200,6.500854969,81.47807312,4,1,0,0,100,0,0,0,0,0,0,0,0,0,19,3,773,70,1636,29.28912735,38.54235458,0,0,0,1,0,0
E1734,Coco,1589,12,36.8,114.93,20,1.895522388,1,0,1,1,0,1,0,0,53.96767807,1430,145.5,521.6966553,320.5,108.7999954,474,1668,3420,-0.707106471,-0.51166743,39,0.061874468,0.1875,0,0.77302897,0.796893775,3517.837158,200,6.500854969,81.47807312,4,1,0,0,100,0,0,0,0,0,0,0,0,0,19,3,773,70,1636,29.28912735,38.54235458,0,0,0,1,0,0
E1733,Coco,1588,12,36.8,114.93,20,1.828358209,1,0,1,1,0,1,0,0,53.96767807,1430,145.5,521.6966553,320.5,108.7999954,474,1668,3420,-0.707106471,-0.51166743,39,0.061874468,0.1875,0,0.77302897,0.796893775,3517.837158,200,6.500854969,81.47807312,4,1,0,0,100,0,0,0,0,0,0,0,0,0,19,3,773,70,1636,29.28912735,38.54235458,0,0,0,1,0,0
E1728,Coco,1587,12,36.8,114.93,20,1.820895522,1,0,1,1,1,0,0,0,53.96767807,1430,145.5,521.6966553,320.5,108.7999954,474,1668,3420,-0.707106471,-0.51166743,39,0.061874468,0.1875,0,0.77302897,0.796893775,3517.837158,200,6.500854969,81.47807312,4,1,0,0,100,0,0,0,0,0,0,0,0,0,19,3,773,70,1636,29.28912735,38.54235458,0,0,0,1,0,0
E1721,Coco,1586,11,40,116,20,1.47,1,0,1,1,0,0,1,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E1720,Coco,1585,11,40,116,20,1.42,1,0,1,1,0,0,1,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E1716,Coco,1584,11,40,116,20,1.123,1,0,1,1,1,0,0,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E1717,Coco,1583,11,40,116,20,0.89,1,0,1,1,1,0,0,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E1722,Coco,1582,11,40,116,20,0.8,1,0,1,1,0,1,0,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E1724,Coco,1581,11,40,116,20,0.78,1,0,1,1,0,1,0,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E1723,Coco,1580,11,40,116,20,0.72,1,0,1,1,0,1,0,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E1718,Coco,1579,11,40,116,20,0.53,1,0,1,1,1,0,0,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E4065,Coco,1578,11,40,116,20,2.63,1,0,1,1,0,0,1,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E4067,Coco,1577,11,40,116,20,1.47,1,0,1,1,0,0,1,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E4066,Coco,1576,11,40,116,20,1.42,1,0,1,1,0,0,1,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
E4062,Coco,1575,11,40,116,20,1.23,1,0,1,1,1,0,0,0,26.52356339,1460,102.8338547,535.329895,284.8170471,113.2000046,404,678,3366,0.970506191,0.123652443,492.5,18.73096848,1.3125,0,0.259622097,0.45917353,2299.029053,189.3752899,42.6680336,73.06135559,4,0,0,0,0,0,0,0,87,0,13,0,0,0,138,84,855,20,3604,31.72174835,166.5278015,0,0,0,1,0,0
